Token	POS-Tag	OOV	Id	Index	Documento
sem	SCONJ	0	30	33	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
querer	VERB	0	30	34	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
em	ADP	0	30	35	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
alguem	PRON	1	30	36	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
e	CCONJ	0	30	37	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
muita	DET	0	30	38	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
irresponsabilidade	NOUN	1	30	39	nao a mecanica n tava sendo assaltada nem nada do genero so tavam arrumando a viatura mesmo e fizeram um show com direito a arma no meio da avenida kkkk imagina se atira sem querer em alguem e muita irresponsabilidade
nao	ADV	1	31	0	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
podemos	VERB	0	31	1	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
nos	SCONJ	0	31	2	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
calar	VERB	1	31	3	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
a	DET	0	31	4	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
direita	NOUN	0	31	5	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
e	CCONJ	0	31	6	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
muito	ADV	0	31	7	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
maior	ADJ	0	31	8	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
no	ADP	0	31	9	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
brasil	PROPN	1	31	10	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
o	PRON	0	31	11	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
que	PRON	0	31	12	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
falta	NOUN	0	31	13	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
e	CCONJ	0	31	14	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
organizacao	NOUN	1	31	15	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
e	CCONJ	0	31	16	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
coragem	NOUN	0	31	17	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
de	SCONJ	0	31	18	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
enfrentar	VERB	0	31	19	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
os	DET	0	31	20	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
ataques	NOUN	0	31	21	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
da	ADP	0	31	22	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
esquerda	NOUN	0	31	23	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
vamos	VERB	0	31	24	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
pra	ADP	0	31	25	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
rua	NOUN	0	31	26	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
c	PUNCT	0	31	27	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
toda	DET	0	31	28	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
forca	NOUN	1	31	29	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
justos	ADJ	1	31	30	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
somos	AUX	1	31	31	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
mais	ADV	0	31	32	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
fortes	ADJ	0	31	33	nao podemos nos calar a direita e muito maior no brasil o que falta e organizacao e coragem de enfrentar os ataques da esquerda vamos pra rua c toda forca justos somos mais fortes
usar	VERB	0	32	0	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
o	DET	0	32	1	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
incidente	NOUN	0	32	2	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
brancoamarelo	ADJ	1	32	3	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
como	ADP	0	32	4	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
desculpa	NOUN	1	32	5	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
nem	CCONJ	0	32	6	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
todos	DET	0	32	7	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
os	DET	0	32	8	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
gays	NOUN	1	32	9	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
sao	VERB	1	32	10	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
como	ADP	0	32	11	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
aqueles	DET	0	32	12	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
mano	NOUN	0	32	13	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
queria	VERB	0	32	14	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
muito	ADV	0	32	15	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
saber	VERB	0	32	16	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
o	PRON	0	32	17	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
que	PRON	0	32	18	usar o incidente brancoamarelo como desculpa nem todos os gays sao como aqueles mano queria muito saber o que foi esse incidente olhei ao redor e vi que o burburinho da outra rua estava chegando a nos nisso uma moca que estava conversando com sua amiga no outro lado da
